,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,45.98274335370602,44.26744971149565,39.2297508418448,31.400767504925078,28.067339186570504,21.81818295785198,14.395552989037716,7.315983337617488,0.0,-5.218897006639792
1,46.229317995345404,44.51134989636668,39.46593992310444,31.17647385891534,27.847163386589262,21.396213871887635,14.395552989037716,5.78583938520394,0.0,-5.9244198400284835
2,46.16778651735778,44.45243288717392,39.414553415212005,31.5852757668343,28.031532322239833,22.002306903896063,14.781074014646798,6.7324229380734995,0.36650059771531346,-5.388959047569049
3,46.229317995345404,44.26744971149565,39.46593992310444,31.400767504925078,28.067339186570504,22.2413133238115,14.194707934745832,5.596079187101301,0.18335360149015467,-5.218897006639792
4,45.98274335370602,44.26744971149565,39.46593992310444,31.400767504925078,27.847163386589262,20.975400262626042,14.194707934745832,6.3576852335721314,0.18335360149015467,-5.748223616625541
5,45.98274335370602,44.26744971149565,39.2297508418448,31.400767504925078,28.067339186570504,22.2413133238115,14.798634995910646,6.3576852335721314,0.0,-5.218897006639792
6,45.98274335370602,44.26744971149565,39.46593992310444,31.400767504925078,28.067339186570504,20.975400262626042,14.395552989037716,7.315983337617488,0.0,-5.218897006639792
7,46.16778651735778,44.45243288717392,39.650751113992186,31.360973435284173,28.25171686209884,21.159489072456395,14.37850579236034,5.969255026864474,0.1831380069388772,-5.036020288481816
8,45.98274335370602,44.26744971149565,39.46593992310444,31.400767504925078,28.067339186570504,22.664983222293344,14.59725846499333,7.50792044857528,0.18335360149015467,-5.3952016821144335
9,46.229317995345404,44.26744971149565,39.2297508418448,31.400767504925078,28.067339186570504,21.606741972816867,14.395552989037716,5.78583938520394,0.0,-5.041860017709963
10,46.16778651735778,44.20890178730085,39.650751113992186,31.360973435284173,28.031532322239833,21.580320253521563,14.982459375824751,7.691416372903925,0.36650059771531346,-5.388959047569049
11,45.98274335370602,44.26744971149565,39.46593992310444,31.62538545579159,28.067339186570504,22.453002447089546,14.395552989037716,7.315983337617488,0.0,-5.3952016821144335
12,45.98274335370602,44.26744971149565,39.46593992310444,31.400767504925078,28.067339186570504,20.975400262626042,14.59725846499333,6.1672043486104995,0.18335360149015467,-5.5718177115548
13,33.09790727781074,31.14386544860209,26.361667432284175,18.553177448462346,15.228842057823638,8.157017290455082,1.7979030132962661,-5.4604966919383315,-12.752177125085508,-17.9528801977061
14,26.986666999036284,25.0348896230936,20.49367732221561,12.459602848384842,9.139580206917474,2.916471223400807,-4.473590170242481,-12.663629125061412,-18.800497649293213,-23.99257139192058
15,22.783645258985786,21.075872385736,16.2959245505028,8.268730725798093,4.732594118707355,-1.6854386631260636,-8.447932092658435,-17.209214195898205,-22.960246160954814,-28.672314474040164
16,14.490942931981417,12.543795709965528,7.778895576242786,0.0,-3.5298927061184875,-10.144906351074223,-17.085158533753656,-25.42897918689132,-31.167568962476846,-36.1664993570039
17,9.27574923486124,7.327569844358181,2.5604042468846813,-5.221391428188165,-8.751626425983659,-14.95011460538796,-22.508471990788166,-32.34095181604414,-36.38985373899949,-41.91263651413042
18,6.477012005887443,4.529869365466118,-0.7030146635028857,-8.457221004862108,-11.758467595055723,-17.105654476583805,-26.28077638313485,-34.927132323476854,-38.978135701676464,-45.20173289073781
