,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,30.378327609200216,5.294347680971194,1.3484067128373312,-2.496012353189604,-4.626026289073746,-4.950845549120347,-4.626026289073746,-5.274946014915134,-5.7602309705538834,-4.788525942897879
1,25.109415522678848,-0.8675116378117668,-4.117964231852609,-8.289631261301068,-9.110306528959416,-10.575631484159864,-10.41359488342563,-10.899165794459131,-11.54456312136873,-10.899165794459131
2,21.185229584932728,-4.215537004129722,-7.977480883889834,-11.97558163406161,-13.447448103877926,-14.420660604198796,-14.582152672706387,-14.258989105966737,-15.066030299980962,-14.258989105966737
3,20.67262269412,-5.27451325384314,-8.85844258008657,-12.68696457926121,-13.83288718177057,-14.969871654084697,-15.292963667868213,-14.32152741469989,-15.131507378881274,-14.969871654084697
4,20.46749752332868,-5.27451325384314,-9.0269731324469,-12.68696457926121,-13.83288718177057,-14.969871654084697,-14.32152741469989,-13.83288718177057,-15.131507378881274,-15.131507378881274
5,20.443103696523877,-5.095850671731604,-8.848506123818268,-12.837382906270905,-14.791726428922738,-14.629901956796074,-13.654679219916876,-13.328309952501458,-14.305712266226513,-13.980319480867216
6,21.21111101161157,-5.084844514831226,-8.324128819906184,-12.481990083409682,-14.112683088546914,-14.436547902629464,-13.299375611822006,-12.64583383394996,-13.6250515801075,-13.788096356083699
7,21.517553023602364,-4.545615267093039,-7.782337220072028,-11.77249423759171,-13.727479872217314,-13.403543712113718,-12.263581648587788,-11.77249423759171,-12.753022441676203,-12.100069280697213
8,21.874311850425258,-4.535376369475006,-7.259717472466755,-11.746520458236061,-12.725443446534808,-12.887880656381533,-11.746520458236061,-11.090078412946832,-12.236562314908678,-11.910050578283904
9,21.821298862400337,-4.69707412360752,-7.244045900473532,-11.557810344608002,-11.394262537220778,-12.373291747286537,-10.902517815819422,-10.573281208383472,-11.230531420157526,-11.884357465019784
10,22.149615460177873,-3.9968898773756933,-6.715655139684804,-11.193498558040378,-11.193498558040378,-12.00820267861707,-9.715873372234459,-9.715873372234459,-10.702775282920477,-11.193498558040378
