,id,dateTime,Tamb,TtopTestTankHPCir,TbottomTestTankHpCir,TtopSourceTank,TloadTankMix,TTopTestTankLoadCir,TloadMix,TbottomSourceTank,TbottomTestTankLoadCir,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,flowHP,flowLoad,Load_kW,Heat_Capacity_kW
0,10096,2021-02-16 12:54:26,24.3813,28.984,27.5281,14.7565,38.0724,29.0179,35.0855,14.6216,23.8403,29.2211,29.2888,28.9501,28.5099,24.7196,29.2549,29.4581,29.3565,29.2549,29.3904,-0.4637337145910134,0.5340774213713702,0.0031723585557444905,-0.0007739705456749652
1,10097,2021-02-16 12:54:28,24.4152,29.0179,27.5619,14.7565,38.0385,28.984,35.1194,14.6553,23.8403,29.2211,29.2888,28.9501,28.5438,24.6857,29.2888,29.4581,29.3565,29.2888,29.3565,-0.4637337145910134,2.1121730471176354,0.012463920813856234,-0.0007739872900480257
2,10098,2021-02-16 12:54:30,24.3813,28.984,27.5281,14.7565,38.0724,29.0179,35.1194,14.6216,23.8403,29.2211,29.3227,28.9501,28.5099,24.6857,29.2888,29.4243,29.3565,29.2888,29.3565,-0.4637337145910134,1.3231252342444757,0.00785921195919312,-0.0007739705456749652
3,10100,2021-02-16 12:54:33,24.4152,28.984,27.5281,14.7902,38.0724,28.984,35.1194,14.6553,23.8403,29.2211,29.3227,28.9501,28.5099,24.6857,29.2888,29.4243,29.3227,29.2549,29.3565,-0.4637337145910134,2.1121730471176354,0.012463920813856234,-0.0007739341315803046
4,10101,2021-02-16 12:54:35,24.3813,28.984,27.4942,14.7565,38.0724,29.0179,35.0855,14.6553,23.8403,29.2211,29.2888,28.9501,28.5099,24.6857,29.2888,29.4243,29.3565,29.2888,29.3565,-2.825737091414544,-0.25497039150178974,-0.0015144948477044619,-0.004825962449051201
5,10102,2021-02-16 12:54:37,24.4152,29.0179,27.4942,14.7902,38.1064,29.0179,35.1194,14.6216,23.8403,29.2211,29.3227,28.9501,28.5099,24.6857,29.2888,29.3904,29.3227,29.2888,29.3227,-5.187740468238238,1.3231252342444757,0.00785921195919312,-0.009061111850511484
6,10104,2021-02-16 12:54:40,24.4152,28.984,27.5281,14.7902,38.0724,28.984,35.1533,14.6553,23.8403,29.2211,29.2888,28.9501,28.5099,24.7196,29.2549,29.4243,29.3565,29.2888,29.3227,-0.4637337145910134,0.5340774213713702,0.003151587743970747,-0.0007739341315803046
7,10105,2021-02-16 12:54:42,24.3813,28.984,27.5281,14.7902,38.0724,28.984,35.1194,14.689,23.8403,29.2211,29.3227,28.9501,28.5099,24.7196,29.2888,29.4243,29.3565,29.2888,29.3227,-0.4637337145910134,1.3231252342444757,0.00780775427891333,-0.0007739705456749652
8,10107,2021-02-16 12:54:45,24.3813,29.0179,27.4942,14.8239,38.0724,28.984,35.0855,14.6553,23.8403,29.1872,29.3227,28.984,28.5099,24.7196,29.2888,29.4243,29.3565,29.2888,29.3565,-0.4637337145910134,2.1121730471176354,0.012463920813856234,-0.0008100136825640107
9,10109,2021-02-16 12:54:49,24.3813,28.984,27.4942,14.8239,38.0724,28.984,35.1533,14.6553,23.8064,29.2211,29.2888,28.984,28.5099,24.7534,29.2549,29.4243,29.3565,29.2549,29.3565,-0.4637337145910134,2.9012208599907954,0.017233725839591443,-0.000791992114119488
10,10111,2021-02-16 12:54:52,24.3813,28.984,27.4942,14.7902,38.0724,28.984,35.1194,14.6553,23.8741,29.2211,29.2888,28.984,28.5438,24.7534,29.2888,29.4243,29.3565,29.2549,29.3565,-5.187740468238238,1.3231252342444757,0.007756086120624354,-0.008859932783983192
11,10112,2021-02-16 12:54:54,24.3813,28.984,27.4942,14.8239,38.0724,29.0179,35.1194,14.6553,23.8403,29.1872,29.3227,28.9501,28.5099,24.7872,29.2888,29.4243,29.3565,29.2549,29.3565,-0.4637337145910134,0.5340774213713702,0.0031723585557444905,-0.000791992114119488
12,10114,2021-02-16 12:54:57,24.4152,28.984,27.4942,14.8239,38.0724,28.984,35.1533,14.6553,23.8741,29.2211,29.2888,28.9501,28.5099,24.7872,29.2549,29.4243,29.3565,29.2888,29.3904,-2.825737091414544,0.5340774213713702,0.003130731973079383,-0.004825735395122043
13,10116,2021-02-16 12:55:01,24.3813,28.984,27.5281,14.8239,38.0724,28.984,35.1194,14.6553,23.8741,29.2211,29.3227,28.9501,28.5099,24.821,29.2549,29.4243,29.3565,29.2549,29.3565,-2.825737091414544,1.3231252342444757,0.007756086120624354,-0.004716148966018021
14,10118,2021-02-16 12:55:04,24.4152,28.984,27.4942,14.8239,38.0724,28.984,35.1194,14.6553,23.8741,29.2211,29.2888,28.984,28.5099,24.821,29.2888,29.4581,29.3565,29.2549,29.3227,-2.825737091414544,1.3231252342444757,0.007756086120624354,-0.004825735395122043
15,10119,2021-02-16 12:55:06,24.4152,29.0179,27.4942,14.8577,38.1064,28.984,35.1194,14.6553,23.8741,29.2211,29.3227,28.9501,28.5438,24.7872,29.2888,29.4243,29.3565,29.2888,29.3565,-0.4637337145910134,1.3231252342444757,0.007756086120624354,-0.0008099755726965511
16,10120,2021-02-16 12:55:08,24.4152,28.984,27.4942,14.8577,38.0724,28.984,35.1533,14.6553,23.8403,29.2211,29.2888,28.9501,28.5099,24.821,29.2549,29.4243,29.3565,29.2549,29.3227,-0.4637337145910134,1.3231252342444757,0.00780775427891333,-0.0007919548521384278
17,10121,2021-02-16 12:55:09,24.4152,28.984,27.4942,14.8577,38.0724,28.984,35.1194,14.6553,23.8403,29.2211,29.3227,28.9501,28.5099,24.7872,29.2549,29.4243,29.3565,29.2549,29.3565,4.260273039056376,1.3231252342444757,0.00780775427891333,0.0072756062338293626
18,10123,2021-02-16 12:55:13,24.3813,28.984,27.4942,14.8577,38.0724,28.984,35.1194,14.689,23.8741,29.2211,29.2888,28.984,28.5099,24.821,29.2888,29.4243,29.3565,29.2549,29.3227,4.260273039056376,1.3231252342444757,0.007756086120624354,0.007275948555744497
19,10124,2021-02-16 12:55:15,24.3813,28.984,27.4942,14.8577,38.0724,29.0179,35.1533,14.6553,23.8741,29.2211,29.2888,28.984,28.5099,24.7872,29.2888,29.4243,29.3565,29.2888,29.3227,-0.4637337145910134,2.1121730471176354,0.012463580980334447,-0.000791992114119488
