,id,dateTime,Tamb,TtopTestTankHPCir,TbottomTestTankHpCir,TtopSourceTank,TloadTankMix,TTopTestTankLoadCir,TloadMix,TbottomSourceTank,TbottomTestTankLoadCir,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,flowHP,flowLoad,Load_kW,Heat_Capacity_kW,electrcity_kW,COP,nDis,timeStamp_Temp,entropy_kJ/K,entropy_kJ,nStratCharging,TotalTanksEnergyForAvailability_kJ
0,4058,2021-04-14 10:06:33,21.5755,24.449,20.8659,21.2714,21.2038,24.0093,24.2799,19.481,21.2376,22.0486,22.0824,21.8796,21.4403,21.0686,23.8741,23.9079,23.5698,23.1302,22.657,-0.463734,1.32313,0.004206266779631329,-0.0019121580043001468,0.005410957336425781,-0.35338609124816056,nan,0.0005555555555555556,128.90702017124246,2828.8120799546873,-681.738517539851,37057.66528418383
1,4060,2021-04-14 10:06:36,21.6093,24.449,20.8997,21.3051,21.2038,24.0432,24.2122,19.5148,21.2714,22.0486,22.0148,21.8796,21.4741,21.0686,23.9079,23.8741,23.6374,23.1302,22.6232,-0.463734,0.534077,0.0016978271310338472,-0.0018940334778346608,0.0052265233993530275,-0.29962230339461277,nan,0.0008333333333333334,86.91820379131165,1883.5610326140668,-124.97814023449035,37068.39533900262
2,4062,2021-04-14 10:06:40,21.6093,24.4152,20.8997,21.3051,21.2038,24.0093,24.2799,19.481,21.2714,22.0824,22.0486,21.8796,21.4741,21.0686,23.8403,23.8741,23.5698,23.0964,22.657,-5.18774,1.32313,0.00415497269399741,-0.020986562429498506,0.00557340145111084,-1.729912963705227,nan,0.0011111111111111111,58.92585162774296,1293.6604343638485,-48.48076605239909,37062.963198834324
3,4066,2021-04-14 10:06:47,21.6093,24.4152,20.8659,21.2714,21.2714,24.0432,24.2122,19.481,21.2376,22.0148,21.981,21.8796,21.4741,21.0348,23.8741,23.8741,23.6374,23.1302,22.657,-5.18774,0.534077,0.0017185308459587852,-0.021188339078657102,0.005594549655914307,-2.760293138864605,nan,0.0019444444444444444,-15.242920857806558,-345.9580059863058,11.858789660668725,37036.10184306029
4,4068,2021-04-14 10:06:50,21.5755,24.3813,20.8997,21.2376,21.2376,24.0432,24.2122,19.4473,21.2376,22.0824,22.0824,21.8796,21.4741,21.0686,23.8064,23.9079,23.6036,23.0964,22.6908,-0.463734,1.32313,0.004257512902097352,-0.001857991489986712,0.005679374694824219,-2.24234549425571,nan,0.0008333333333333334,-56.754563004567316,-1299.43676074928,38.31480650932989,37063.003675168424
5,4071,2021-04-14 10:06:55,21.5755,24.449,20.8997,21.3051,21.2376,24.0432,24.1784,19.5148,21.2714,22.0824,22.0486,21.8458,21.4403,21.0348,23.9079,23.8741,23.5698,23.1979,22.7246,-2.82574,0.534077,0.0016978271310338472,-0.011541727505830051,0.00572722864151001,-2.2899295479558908,nan,0.001388888888888889,-69.57383215977652,-1497.4584070513974,42.41498839025843,37063.033290186206
6,4073,2021-04-14 10:06:59,21.6093,24.4152,20.8997,21.2376,21.2714,24.077,24.2799,19.5148,21.2714,22.0486,22.0148,21.8796,21.4403,21.0686,23.8741,23.9079,23.6036,23.0964,22.6908,-0.463734,0.534077,0.0017184504489355904,-0.0018759965884337037,0.005530484199523926,-1.9429483859316892,nan,0.0011111111111111111,-75.40889879745899,-1669.737403737152,46.17251603799957,37020.10340053598
7,4076,2021-04-14 10:07:04,21.5755,24.4152,20.8997,21.2714,21.2376,24.0432,24.3813,19.5148,21.2376,22.1162,22.0486,21.8796,21.4741,21.0348,23.8403,23.8741,23.5359,23.0964,22.6908,-2.82574,-0.25497,-0.0008204319036283374,-0.011431815582437527,0.005617637634277344,-2.0165824415249216,nan,0.001388888888888889,-75.46650919880472,-1720.9138651393505,47.268710001822,37020.17549458628
8,4078,2021-04-14 10:07:07,21.6093,24.3475,20.8659,21.3051,21.2038,24.0093,24.1446,19.481,21.2714,22.0486,22.0824,21.8796,21.4403,21.0686,23.8064,23.8741,23.6374,23.164,22.7246,1.89827,-0.25497,-0.0008006721847350749,0.007605238907225862,0.005980143070220947,-1.673757475093476,nan,0.0008333333333333334,-75.97592098424899,-1606.7423782501148,43.97729049484514,37030.958676201786
9,4080,2021-04-14 10:07:11,21.5755,24.4152,20.8997,21.3051,21.2376,24.0432,24.2799,19.481,21.2714,22.0824,22.0486,21.8796,21.4741,21.0686,23.8741,23.9079,23.6036,23.1302,22.7246,-2.82574,1.32313,0.00420622122256681,-0.011431815582437527,0.005318480491638184,-1.7180394440805435,nan,0.0011111111111111111,-72.50075762801775,-1558.7305082024673,42.69306465119387,37009.55265511647
