,id,dateTime,Tamb,TtopTestTankHPCir,TbottomTestTankHpCir,TtopSourceTank,TloadTankMix,TTopTestTankLoadCir,TloadMix,TbottomSourceTank,TbottomTestTankLoadCir,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,flowHP,flowLoad,Load_kW,Heat_Capacity_kW,electrcity_kW,COP,nDis,timeStamp_Temp,entropy_kJ/K,entropy_kJ,nStratCharging,TotalTanksEnergyForAvailability_kJ
0,4429,2021-04-06 09:57:49,21.0011,34.1017,32.6435,14.9251,22.4542,33.9321,21.643,14.9926,27.6296,34.5426,34.6105,34.1356,33.8982,29.7969,34.5766,34.7801,34.7123,34.6105,34.6783,-0.463734,2.90122,0.02067532976862802,-0.0007787881206693933,0.006032331943511963,-0.12910237348908188,nan,0.0005555555555555556,4.95948222908318,122.21907116844596,-1394.0507757977402,54988.25311711269
1,4432,2021-04-06 09:57:54,20.9673,34.1017,32.6096,14.9251,22.488,33.9321,21.643,14.9926,27.5958,34.5426,34.6105,34.1356,33.9321,29.7969,34.5766,34.7801,34.7123,34.5766,34.6444,-0.463734,1.32313,0.00947975636785646,-0.0007969295947985274,0.005871725082397461,-0.15589248678487494,nan,0.001388888888888889,3.8538061033816637,97.04362399282235,-31.10586711097931,54972.614704366286
2,4435,2021-04-06 09:57:59,20.9673,34.1017,32.6096,14.9588,22.488,33.9321,21.643,14.9926,27.5619,34.5426,34.6105,34.1356,33.9321,29.7291,34.6105,34.7462,34.7123,34.5766,34.6783,4.26027,1.32313,0.00953047425382624,0.007321298944723317,0.005772808074951172,0.4425838572318342,nan,0.001388888888888889,-27.161015411754377,-663.0864743996179,124.84866733880499,54977.77760837431
3,4438,2021-04-06 09:58:04,20.9673,34.1017,32.5757,14.9588,22.488,33.966,21.643,14.9926,27.5281,34.5766,34.6105,34.1356,33.9321,29.7291,34.6105,34.7801,34.7123,34.6105,34.6444,6.62228,1.32313,0.009631275079889964,0.011638986358033962,0.0064336414337158206,0.8720411523713064,nan,0.001388888888888889,-66.86009905695605,-1701.3066445136915,1870.4769691441763,54972.66742842608
4,4440,2021-04-06 09:58:08,21.0011,34.1017,32.5757,14.9588,22.488,33.966,21.6768,14.9926,27.4942,34.5766,34.6105,34.1356,33.8982,29.763,34.6105,34.7801,34.7123,34.5766,34.6444,-0.463734,1.32313,0.009681990410231886,-0.0008149984036082146,0.007041882514953614,0.6588757873180114,nan,0.0011111111111111111,-46.79768856441208,-1178.2999802856204,-254.79418463368776,54972.60901029724
5,4444,2021-04-06 09:58:15,21.0011,34.1017,32.5757,14.9926,22.488,33.966,21.643,14.9926,27.4604,34.5426,34.6105,34.1356,33.9321,29.763,34.5766,34.7462,34.7123,34.5766,34.6444,1.89827,1.32313,0.009732556137829437,0.0033361518017168586,0.005751200675964355,0.6626151011301131,nan,0.0019444444444444444,-35.13448354633389,-881.026552808625,-133.74720194071094,54915.47719623537
6,4447,2021-04-06 09:58:20,20.9335,34.1017,32.5757,14.9926,22.488,33.966,21.6768,15.06,27.3927,34.5766,34.6105,34.1356,33.9321,29.763,34.5766,34.7801,34.7123,34.6105,34.6444,1.89827,-0.25497,-0.0018950016021140777,0.003336455973310589,0.005761309623718262,0.65020589193617,nan,0.001388888888888889,-26.749574008837627,-647.7157454697931,-67.96129750774895,54910.26625496431
7,4449,2021-04-06 09:58:23,20.9673,34.1017,32.5418,15.0263,22.488,33.966,21.643,15.0263,27.3588,34.5426,34.6105,34.1356,33.9321,29.7291,34.5766,34.7801,34.7123,34.6105,34.6783,-0.463734,2.90122,0.02167380490186398,-0.0008331415286684683,0.005968570232391357,0.552283202974577,nan,0.0008333333333333334,-23.33928395186064,-573.2274597676436,-49.41043026302704,54905.12364108267
8,4452,2021-04-06 09:58:29,20.9673,34.1017,32.5418,15.0263,22.488,33.966,21.643,14.9926,27.325,34.5426,34.6105,34.1695,33.9321,29.7291,34.5766,34.7801,34.7123,34.6105,34.6783,-0.463734,1.32313,0.009935118253708389,-0.0008331415286684683,0.006253080368041992,0.47663681436000077,nan,0.0016666666666666668,-18.335243607683715,-440.6366680405986,-31.71496601734085,54900.10936434674
9,4454,2021-04-06 09:58:32,21.0011,34.0678,32.5418,15.06,22.488,33.966,21.643,15.0263,27.2911,34.5766,34.6105,34.1356,33.9321,29.7291,34.5766,34.7801,34.7123,34.6105,34.6783,-0.463734,1.32313,0.009985833584050311,-0.0008149984036082108,0.006500158309936523,0.4226208090732915,nan,0.0008333333333333334,-17.303293473031122,-435.52233306190493,-28.560615230474493,54920.80316341227
10,4457,2021-04-06 09:58:37,20.9673,34.1017,32.5418,15.06,22.488,33.966,21.643,15.0263,27.2234,34.5426,34.6444,34.1356,33.9321,29.6953,34.5766,34.7462,34.7123,34.6105,34.6783,-0.463734,1.32313,0.010087114641989785,-0.0008331415286684683,0.006185747623443603,0.37378707110607495,nan,0.001388888888888889,-17.147351097132493,-427.00048589713475,-24.348432189995037,54915.63337250724
