,dateTime,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
261,2021-05-20 09:31:29,24.1108,25.3623,25.7344,26.3096,26.5803,26.9526,27.3588,27.6635,27.5958,27.325
262,2021-05-20 09:31:31,24.1446,25.3623,25.7682,26.3096,26.5803,26.9526,27.3927,27.6296,27.5958,27.2911
263,2021-05-20 09:31:32,24.1784,25.3961,25.8359,26.3096,26.5465,27.0203,27.3588,27.5958,27.6296,27.3588
264,2021-05-20 09:31:34,24.1446,25.3961,25.7682,26.3096,26.5803,26.9865,27.325,27.765,27.5958,27.2911
265,2021-05-20 09:31:35,24.1784,25.4299,25.8021,26.3096,26.648,27.0542,27.3588,27.7312,27.6296,27.3927
266,2021-05-20 09:31:37,24.1446,25.4299,25.8021,26.3096,26.6819,27.0203,27.3927,27.765,27.6635,27.3927
267,2021-05-20 09:31:39,24.2122,25.4299,25.8021,26.3096,26.6142,26.9865,27.3927,27.7312,27.6635,27.3927
268,2021-05-20 09:31:40,24.1446,25.4299,25.8021,26.3435,26.5465,27.088,27.3927,27.765,27.6973,27.3927
269,2021-05-20 09:31:42,24.2461,25.4299,25.8697,26.3435,26.6142,27.0542,27.4604,27.765,27.6973,27.3927
270,2021-05-20 09:31:44,24.2122,25.4637,25.8697,26.3096,26.648,27.088,27.4942,27.6296,27.6973,27.3588
271,2021-05-20 09:31:45,24.1446,25.4637,25.8359,26.3435,26.5803,27.088,27.4265,27.7989,27.7312,27.4265
272,2021-05-20 09:31:47,24.1784,25.4637,25.8697,26.3435,26.648,27.1219,27.4265,27.6973,27.765,27.4604
273,2021-05-20 09:31:48,24.1784,25.4976,25.9036,26.3435,26.648,27.1219,27.3588,27.7989,27.765,27.4265
274,2021-05-20 09:31:50,24.2122,25.4637,25.8697,26.3773,26.6142,27.088,27.3927,27.7989,27.765,27.4604
275,2021-05-20 09:31:52,24.1784,25.4976,25.9036,26.4111,26.648,27.1557,27.4942,27.9004,27.7989,27.4265
276,2021-05-20 09:31:53,24.2461,25.4976,25.9036,26.4111,26.648,27.1557,27.5281,27.9004,27.7989,27.5281
277,2021-05-20 09:31:55,24.1784,25.5314,25.9036,26.445,26.648,27.1557,27.4942,27.9343,27.7989,27.4604
278,2021-05-20 09:31:58,24.2122,25.5314,25.9036,26.445,26.5465,27.1557,27.4942,27.9343,27.8327,27.5281
279,2021-05-20 09:32:01,24.2461,25.5314,25.9374,26.4788,26.5127,27.1896,27.5958,27.9004,27.765,27.4942
280,2021-05-20 09:32:03,24.2461,25.5652,25.9374,26.4788,26.648,27.1557,27.4942,27.9682,27.7989,27.5619
281,2021-05-20 09:32:05,24.1784,25.5652,25.9712,26.4788,26.648,27.1896,27.5958,27.9004,27.7989,27.4942
282,2021-05-20 09:32:06,24.2122,25.5652,25.9374,26.4788,26.5465,27.2234,27.6296,27.8327,27.8327,27.4942
283,2021-05-20 09:32:08,24.1784,25.5991,25.9712,26.5127,26.5465,27.2234,27.5619,27.8666,27.8327,27.5619
284,2021-05-20 09:32:09,24.1784,25.5991,25.9712,26.5127,26.648,27.2234,27.5281,27.9004,27.8666,27.5958
285,2021-05-20 09:32:11,24.2122,25.5991,25.9712,26.5127,26.4788,27.2911,27.6973,28.0359,27.8666,27.5958
286,2021-05-20 09:32:13,24.1784,25.6329,26.0051,26.5465,26.5127,27.2573,27.5619,27.9004,27.9004,27.5958
287,2021-05-20 09:32:14,24.1446,25.6329,25.9712,26.5803,26.5465,27.2911,27.5619,27.9682,27.9343,27.5619
288,2021-05-20 09:32:16,24.2122,25.6329,25.9712,26.5803,26.5803,27.2911,27.5958,27.9682,27.9343,27.5958
