,id,dateTime,Tamb,TtopTestTankHPCir,TbottomTestTankHpCir,TtopSourceTank,TloadTankMix,TTopTestTankLoadCir,TloadMix,TbottomSourceTank,TbottomTestTankLoadCir,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,flowHP,flowLoad,Load_kW,Heat_Capacity_kW,electrcity_kW,COP,nDis,timeStamp_Temp
48,3468,2021-03-12 09:54:52,22.7584,25.4976,22.2514,19.2109,22.826,25.3284,25.2269,17.1179,22.3528,23.8741,23.2317,22.15,22.2514,22.15,24.1446,24.4828,24.3813,24.2461,24.1108,982.13,-0.25497,-0.0008721683751052647,3.6630271237152816,1.295588134765625,2.0694076217587614,nan,0.001388888888888889
49,3470,2021-03-12 09:54:56,22.7584,25.5314,22.2514,19.1434,22.8598,25.2946,25.3961,17.0504,22.3528,23.9079,23.3331,22.15,22.2514,22.15,24.2799,24.449,24.449,24.1784,24.077,982.13,2.90122,0.009811389282469423,3.7011672003530696,1.29462548828125,2.075890706547622,nan,0.0011111111111111111
50,3472,2021-03-12 09:54:59,22.7584,25.5652,22.2514,19.1771,22.8598,25.2946,25.2946,17.0504,22.3528,23.9417,23.2993,22.1838,22.2514,22.15,24.2461,24.5166,24.4152,24.2461,24.1108,982.13,1.32313,0.004474580866433351,3.7393072769908535,1.2932833251953124,2.078043720076641,nan,0.0008333333333333334
51,3475,2021-03-12 09:55:04,22.7584,25.5652,22.2852,19.1096,22.7246,25.2946,25.3284,17.0504,22.3866,24.0093,23.4345,22.15,22.2852,22.15,24.1446,24.4828,24.449,24.1446,24.2122,982.13,2.11217,0.007060572816619824,3.7011672003530696,1.29446337890625,2.100123492871074,nan,0.001388888888888889
52,3478,2021-03-12 09:55:10,22.7584,25.6329,22.2514,19.0758,22.7922,25.2608,25.3961,17.0504,22.3528,23.9755,23.4345,22.1838,22.2514,22.15,24.2461,24.4828,24.449,24.2122,24.1446,977.406,1.32313,0.004423169882244948,3.797346928423912,1.29118896484375,2.1511038543577023,nan,0.0016666666666666668
53,3481,2021-03-12 09:55:15,22.7584,25.5991,22.2514,19.0758,22.826,25.2946,25.3623,17.0167,22.3528,23.9755,23.5021,22.1838,22.2514,22.15,24.1784,24.4828,24.5166,24.3137,24.2122,979.768,1.32313,0.004474580866433351,3.768475248943819,1.2896566162109375,2.1717658985890234,nan,0.001388888888888889
54,3484,2021-03-12 09:55:20,22.7584,25.6667,22.2514,19.0758,22.7584,25.2269,25.4299,16.9829,22.3528,24.0093,23.6036,22.2176,22.2852,22.1162,24.2122,24.6181,24.5166,24.2461,24.2122,982.13,-1.04402,-0.003449430460838507,3.8538403473676306,1.288520263671875,2.193127611479801,nan,0.001388888888888889
55,3486,2021-03-12 09:55:23,22.7584,25.7006,22.2514,19.0421,22.7584,25.2946,25.4637,16.9492,22.3528,24.0432,23.6374,22.2852,22.2852,22.1162,24.2461,24.5504,24.4828,24.2122,24.2122,977.406,1.32313,0.004474580866433351,3.8733724753865935,1.2880018310546875,2.1944008990242625,nan,0.0008333333333333334
56,3488,2021-03-12 09:55:27,22.7584,25.7006,22.2514,19.0421,22.7584,25.2269,25.4637,16.9829,22.3528,24.0432,23.6712,22.2514,22.2514,22.15,24.2461,24.5166,24.5504,24.449,24.1784,984.492,1.32313,0.004371606794553029,3.9014536590099684,1.2827514648437501,2.2223690364269504,nan,0.0011111111111111111
57,3490,2021-03-12 09:55:30,22.7584,25.7006,22.2514,19.0421,22.7584,25.2608,25.3284,16.8817,22.3528,24.0432,23.7388,22.2852,22.2514,22.15,24.3813,24.5166,24.5166,24.449,24.2461,984.492,1.32313,0.004423169882244948,3.9014536590099684,1.280947998046875,2.2235842724906,nan,0.0008333333333333334
58,3492,2021-03-12 09:55:34,22.7922,25.6667,22.2514,19.0421,22.826,25.2269,25.3961,16.9492,22.319,24.0432,23.7388,22.319,22.2514,22.15,24.3813,24.5166,24.5504,24.449,24.2461,982.13,1.32313,0.004423221787757179,3.8536619440337563,1.2827955322265625,2.2386234508741976,nan,0.0011111111111111111
59,3494,2021-03-12 09:55:37,22.7584,25.7006,22.2852,19.0083,22.7922,25.2269,25.3961,16.8817,22.3528,24.077,23.8064,22.4204,22.2514,22.15,24.3813,24.6181,24.5504,24.3813,24.2461,982.13,1.32313,0.004371606794553029,3.85395318783106,1.2785922851562501,2.2496363268026975,nan,0.0008333333333333334
60,3496,2021-03-12 09:55:40,22.7584,25.7682,22.2514,19.0083,22.8598,25.1931,25.3961,16.8142,22.3528,24.1108,23.8403,22.488,22.2852,22.15,24.2799,24.5843,24.5166,24.3137,24.3475,984.492,2.90122,0.009472870004418358,3.977917264294982,1.275897216796875,2.2512803553834297,nan,0.0008333333333333334
61,3499,2021-03-12 09:55:46,22.7922,25.7344,22.2514,18.9745,22.7584,25.2269,25.4299,16.8142,22.319,24.1108,23.9079,22.5556,22.2514,22.15,24.2799,24.5843,24.5843,24.3813,24.2461,982.13,1.32313,0.004423221787757179,3.9300514013613976,1.272634765625,2.2841456329488516,nan,0.0016666666666666668
62,3501,2021-03-12 09:55:49,22.7584,25.7682,22.2514,18.9408,22.7246,25.1931,25.3961,16.7805,22.319,24.1446,23.9417,22.6232,22.2514,22.1162,24.449,24.6519,24.5843,24.449,24.3137,984.492,1.32313,0.004371808432268272,3.977917264294982,1.2593935546875,2.2957225056009776,nan,0.0008333333333333334
63,3503,2021-03-12 09:55:52,22.7584,25.7682,22.2514,18.9408,22.7246,25.1931,25.4299,16.7805,22.3528,24.1446,23.9417,22.6908,22.2514,22.15,24.3475,24.6519,24.6181,24.4828,24.3137,982.13,2.90122,0.009472870004418358,3.9683734177444117,1.2490146484375,2.2972226013764723,nan,0.0008333333333333334
64,3506,2021-03-12 09:55:58,22.7246,25.7682,22.2852,18.9408,22.826,25.2269,25.3961,16.7467,22.3528,24.1108,24.0093,22.7922,22.2514,22.1162,24.3137,24.6857,24.6519,24.4828,24.2461,984.492,2.90122,0.009585598591592014,3.939867796032117,1.2461514892578125,2.3384883596109685,nan,0.0016666666666666668
65,3508,2021-03-12 09:56:01,22.7584,25.8359,22.2514,18.907,22.7584,25.2269,25.5314,16.713,22.3528,24.077,24.0093,22.8598,22.2514,22.15,24.3813,24.7196,24.6519,24.4152,24.3475,984.492,1.32313,0.004371606794553029,4.054493981422133,1.242829345703125,2.3402800428294497,nan,0.0008333333333333334
66,3510,2021-03-12 09:56:05,22.7584,25.8021,22.2514,18.907,22.7922,25.2269,25.4299,16.6793,22.3528,24.1108,24.0432,22.9274,22.2514,22.1162,24.3813,24.7534,24.6857,24.449,24.2799,984.492,1.32313,0.004371606794553029,4.016262178779626,1.237975830078125,2.3645305828231256,nan,0.0011111111111111111
67,3512,2021-03-12 09:56:08,22.7584,25.8021,22.319,18.8732,22.7584,25.1931,25.4637,16.713,22.319,24.1446,24.077,22.9612,22.2514,22.1162,24.3813,24.6857,24.6857,24.5504,24.3137,984.492,2.90122,0.009586040721520453,3.939798573494613,1.24359619140625,2.3647159231870742,nan,0.0008333333333333334
68,3514,2021-03-12 09:56:11,22.7922,25.8697,22.3866,18.8395,22.7584,25.1593,25.5652,16.6793,22.319,24.1784,24.077,23.0626,22.2852,22.15,24.5166,24.7196,24.6857,24.5504,24.3137,984.492,0.534077,0.001743913025493409,3.939616190952279,1.2388946533203125,2.365035551132557,nan,0.0008333333333333334
69,3516,2021-03-12 09:56:15,22.7584,25.8359,22.319,18.8732,22.7922,25.1593,25.5314,16.6455,22.319,24.1784,24.077,23.1302,22.2514,22.15,24.4828,24.7534,24.6857,24.3813,24.3813,986.854,1.32313,0.004320395076779366,3.9875744940664033,1.239750244140625,2.3875541089163534,nan,0.0011111111111111111
70,3519,2021-03-12 09:56:20,22.7584,25.9036,22.2852,18.8395,22.8598,25.1931,25.5652,16.6118,22.319,24.1784,24.1446,23.164,22.2852,22.1162,24.5504,24.7196,24.7196,24.5843,24.3475,984.492,2.90122,0.009586040721520453,4.092838895906781,1.2404736328125001,2.414261462681363,nan,0.001388888888888889
71,3521,2021-03-12 09:56:23,22.7584,25.9374,22.2852,18.8057,22.7584,25.1593,25.4637,16.5443,22.319,24.1784,24.1108,23.1979,22.2852,22.1162,24.5843,24.6857,24.7196,24.6181,24.2799,979.768,1.32313,0.004320395076779366,4.111248111895516,1.242969482421875,2.415269680933693,nan,0.0008333333333333334
72,3523,2021-03-12 09:56:27,22.7584,25.9712,22.2852,18.8395,22.8598,25.1931,25.5652,16.6118,22.319,24.1784,24.1108,23.2655,22.2852,22.1162,24.5843,24.7534,24.7534,24.5843,24.4152,986.854,1.32313,0.004371808432268272,4.179305520523405,1.243052978515625,2.438538204458629,nan,0.0011111111111111111
73,3525,2021-03-12 09:56:30,22.7584,26.0051,22.319,18.8057,22.7246,25.1255,25.5991,16.578,22.3528,24.2122,24.1784,23.3331,22.319,22.15,24.6181,24.7872,24.7196,24.4152,24.3475,982.13,1.32313,0.0042173738419878145,4.159412322323611,1.245760009765625,2.4395101317994072,nan,0.0008333333333333334
74,3528,2021-03-12 09:56:35,22.7584,26.0389,22.2852,18.7044,22.7584,25.1931,25.5652,16.5443,22.319,24.2122,24.1784,23.4345,22.319,22.1162,24.4828,24.7872,24.7534,24.6519,24.3475,977.406,1.32313,0.004371808432268272,4.215318990159648,1.2459501953125,2.456671481867141,nan,0.001388888888888889
75,3530,2021-03-12 09:56:39,22.7922,26.1404,22.2514,18.7382,22.826,25.1255,25.4976,16.5105,22.319,24.2122,24.2122,23.4683,22.3866,22.1162,24.5504,24.7872,24.7872,24.6519,24.4152,979.768,1.32313,0.004268981721290455,4.377609045296001,1.246638671875,2.4807035717327515,nan,0.0011111111111111111
76,3532,2021-03-12 09:56:42,22.7922,26.1066,22.2852,18.7382,22.826,25.1931,25.4976,16.5105,22.2852,24.2461,24.2122,23.5359,22.3866,22.15,24.5166,24.8548,24.7872,24.5504,24.4152,984.492,1.32313,0.004423425748069266,4.322255838794476,1.2507423095703125,2.482285916788922,nan,0.0008333333333333334
77,3534,2021-03-12 09:56:46,22.7584,26.1743,22.2852,18.7382,22.7246,25.1255,25.5991,16.4768,22.319,24.2122,24.2461,23.5698,22.4542,22.1162,24.5843,24.8548,24.7872,24.6857,24.4828,984.492,-1.04402,-0.0033684538153179663,4.3990326525732515,1.254446533203125,2.5055324571419524,nan,0.0011111111111111111
78,3537,2021-03-12 09:56:51,22.7584,26.2081,22.319,18.7382,22.7584,25.1255,25.5652,16.4768,22.319,24.2461,24.2122,23.6374,22.6232,22.15,24.6181,24.8548,24.821,24.4828,24.4828,986.854,0.534077,0.0017231601964747551,4.40958684206934,1.2570667724609375,2.522965664327029,nan,0.001388888888888889
79,3539,2021-03-12 09:56:54,22.7584,26.2758,22.319,18.7044,22.826,25.1255,25.4637,16.4431,22.319,24.2461,24.2461,23.6712,22.657,22.15,24.6519,24.821,24.7872,24.5166,24.4828,982.13,2.90122,0.009360573148097536,4.464871456816166,1.261251220703125,2.516123072840665,nan,0.0008333333333333334
80,3541,2021-03-12 09:56:58,22.7584,26.3096,22.3528,18.7044,22.7584,25.0916,25.5652,16.4093,22.3528,24.3137,24.2799,23.705,22.7246,22.15,24.5166,24.821,24.8548,24.5504,24.4828,982.13,2.11217,0.00665006499807363,4.464871456816166,1.26249365234375,2.5385473689346716,nan,0.0011111111111111111
